date,artist,songs
2006,dead prez,hip hop
2006,x-press 2,kill 100
2006,hot chip,over and over
2006,noisia,end game/unveil
2006,degrees of motion,do you want it right now/shine on
2006,fedde le grande,put your hands up for detroit
2006,njoi,anthem 2006
2006,la griffe,make it shine
2006,similou,all this love
2006,kris kross,jump
2006,chocolate puma,always and forever
2006,freeform five,no more conversations
2006,ds,house ep - i feel love
2006,rogue traders,voodoo child
2006,sunburst band,he is
2006,linus loves,night music
2006,sunkids,rise up
2006,aalto,5
2006,armin van buuren,control freak
2006,bugz in the attic,move aside
2006,klaus badelt,he's a pirate
2006,above & beyond,can't sleep
2006,knife,we share our mothers' health
2006,madonna,get together
2006,fatboy slim,that old pair of jeans
2006,bodyrox,yeah yeah
2006,atfc,spreadlove
2006,perasma,swing 2 harmony
2006,total science,never had a dream
2006,kayot,clear sky
2006,mark sherry,fractured
2006,moby,raining again
2006,ill logic & raf,reunited/turnaround
2006,sunblock,i'll be ready
2006,moby,slipping away
2006,porno,music power
2006,cut copy,going nowhere
2006,ferry corsten,fire
2006,red carpet,alright
2006,tiga,good as gold
2006,tomas andersson,washing up
2006,soul central,need you now
2006,haji & emanuel,take me away
2006,madonna,hung up
2006,martin solveig,everybody
2006,inner city,good life
2006,carrie skipper,time goes by
2006,cally & juice,nows the f**king time/my way
2006,defender,defender/bliss
2006,bedrock,santiago
2006,rex the dog,prototype
2006,hound dogs,i like girls
2006,roni size,time out/bite the bullet
2006,richard grey,phat bass/albatros
2006,plump djs,dr dub/blackjack
2006,sub focus,frozensolid
2006,axwell,feel the vibe (til the morning comes)
2006,dj jose,stepping to beat
2006,dred bass,dead dred
2006,axwell & angello,82-83
2006,freemasons,watchin'
2006,hi-tack,say say say (waiting 4 u)
2006,but & memo,jack your body
2006,bloc party,banquet
2006,doors,hello i love you
2006,armand van helden,sugar
2006,sl2,on a ragga tip
2006,solu music,fade
2006,new order,confusion/everything's gone green
2006,friction,play the game
2006,mvp,bounce shake move stop
2006,new order,true faith/regret
2006,above & beyond,alone tonight
2006,kerri chandler,bar a thym
2006,shapeshifters,incredible
2006,madonna,sorry
2006,logistics,blackout
2006,martin solveig,jealousy
2006,spank rock,rick rubin
2006,various artists,carl craig - dj kicks - the exclusives
2006,colder,to the music
2006,mariah carey,dream lover
2006,nathan fake,drowning in a sea of remixes
2006,marine boy,could this be love/burning
2006,tiefschwarz,fly
2006,blame,artificial environment
2006,dirty old ann,turn me out
2006,knife,silent shout
2006,julien jabre,swimming places
2006,baron,at the drive in/decade
2006,marco v,false light
2006,dj fresh,the immortal/living daylights ii
2006,royksopp,what else is there
2006,studio b,i see girls
